"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603100,5.1,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603200,0.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603200,0.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603200,9.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603300,2.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603300,0.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603300,0.6,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603400,9.5,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603400,1.3,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603400,4.1,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603700,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603801,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603801,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603802,0.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603802,0.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603802,0.2,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603900,0.9,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603900,0.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081603900,0.2,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604000,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604101,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604101,0.2,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604102,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604102,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604200,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604400,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604500,2.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604500,2.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604500,2.2,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604600,5.6,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604600,5.3,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604600,6.8,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604700,3.6,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604700,2.6,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604700,0.9,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604800,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604900,6.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604900,2.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604900,2.1,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605000,2.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605000,6.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605000,1.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605100,6.9,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605100,5.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605100,8.4,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605200,2.6,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605200,5.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605200,4.3,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605300,1.4,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605300,2.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605300,2.1,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605400,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605400,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605500,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605600,3.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605600,3.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605600,3.3,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605700,0.5,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605700,2.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605700,4.8,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605800,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605900,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605900,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606000,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606100,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606100,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606200,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606300,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606400,0.0,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606500,0.1,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
"Low-Income and Low Access to a Grocery Store","This indicator shows the percentage of the total population in a county that is low income and living more than one mile from a supermarket or large grocery store if in an urban area, and more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606500,0.6,percent,,,,,,,No,2010,"U.S. Department of Agriculture - Food Environment Atlas",,,,,,,,,,,,,,
