"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602000,12.8,percent,11.4,14.4,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602000,16.0,percent,14.1,18.0,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602001,15.0,percent,13.4,16.7,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602002,14.0,percent,12.4,15.6,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602100,23.8,percent,21.4,26.3,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602100,20.6,percent,17.5,24.1,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602100,18.6,percent,16.3,20.9,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602100,22.9,percent,19.9,25.8,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602200,17.7,percent,14.9,20.8,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602200,15.7,percent,13.8,17.7,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602200,19.7,percent,17.4,22.2,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602201,18.6,percent,16.6,20.8,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602202,19.5,percent,17.5,21.7,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602300,16.6,percent,14.8,18.6,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602300,16.9,percent,14.2,19.6,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602300,15.0,percent,13.4,16.5,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602300,18.7,percent,16.9,20.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602400,15.6,percent,13.9,17.4,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602400,14.5,percent,12.3,16.8,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602400,12.9,percent,11.6,14.5,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602400,15.7,percent,14.1,17.5,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602500,13.1,percent,11.6,14.7,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602500,12.0,percent,9.8,14.3,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602500,10.3,percent,8.9,11.9,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602500,12.9,percent,11.2,15.0,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602600,11.2,percent,9.0,13.6,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602600,9.6,percent,8.2,11.1,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602600,12.4,percent,10.4,14.5,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602601,12.9,percent,11.4,14.5,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602602,13.8,percent,12.3,15.5,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602700,13.2,percent,11.7,14.8,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602700,11.0,percent,9.3,12.8,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602700,9.5,percent,8.6,10.5,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602700,12.1,percent,11.0,13.4,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602800,13.6,percent,12.1,15.3,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602800,11.8,percent,10.0,13.7,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602800,10.3,percent,9.2,11.4,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602800,12.8,percent,11.5,14.1,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602900,10.8,percent,9.6,12.2,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602900,10.5,percent,8.8,12.6,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602900,9.3,percent,8.2,10.6,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081602900,11.5,percent,10.1,13.1,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603000,15.0,percent,13.3,16.9,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603000,11.2,percent,9.2,13.4,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603000,9.9,percent,8.6,11.4,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603000,12.2,percent,10.7,14.1,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603100,13.5,percent,11.9,15.2,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603100,10.8,percent,9.0,12.9,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603100,9.6,percent,8.3,11.2,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603100,11.8,percent,10.3,13.6,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603200,13.8,percent,12.2,15.5,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603200,11.3,percent,9.5,13.1,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603200,10.0,percent,8.8,11.3,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603200,12.3,percent,10.8,13.9,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603300,12.7,percent,11.2,14.3,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603300,11.4,percent,9.2,13.6,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603300,10.1,percent,8.7,11.6,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603300,12.3,percent,10.7,14.3,,,,,No,2019,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603400,12.6,percent,11.1,14.2,,,,,No,2022,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603400,12.4,percent,10.2,14.7,,,,,No,2021,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
"Self-Reported General Health Assessment: Poor or Fair","This indicator shows the percentage of adults who answered poor or fair to: ""How is your general health?""","Census Tract",06081603400,11.1,percent,9.8,12.6,,,,,No,2020,"CDC - PLACES","Sub-county small area estimates use state and county data from the CDC's Behavioral Risk Factor Surveillance System (BRFSS) in tandem with demographic data for census tracts and cities. It is not appropriate to use this data for evaluation purposes.<div class=""field_divider""><!-- --></div>Census 2010 population counts and geographic boundaries data were used because corresponding Census 2020 population data are not available.",,,,,,,,,,,,,
