"Indicator Name","What Is This Indicator","Location Type",Location,"Indicator Rate Value","Indicator Rate Value Units","Rate Lower Confidence Interval","Rate Upper Confidence Interval","Indicator Count Value","Indicator Count Value Units","Count Lower Confidence Interval","Count Upper Confidence Interval","Indicator Value Unstable","Period of Measure","Data Source","Technical Note","Breakout Title","Breakout Category","Breakout Subcategory","Breakout Rate Value","Breakout Rate Value Units","Breakout Rate Lower Confidence Interval","Breakout Rate Upper Confidence Interval","Breakout Count Value","Breakout Count Value Units","Breakout Count Lower Confidence Interval","Breakout Count Upper Confidence Interval","Breakout Unstable","Breakout Footer"
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604600,13.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604700,5.9,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604700,5.9,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604900,5.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081604900,5.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605000,10.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605000,10.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605100,7.2,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605100,7.2,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605200,8.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605200,8.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605300,4.5,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605300,4.5,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605400,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605600,17.7,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605600,18.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605700,4.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605700,15.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081605900,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606000,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606100,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606500,1.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606800,4.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606800,11.4,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606900,27.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081606900,28.3,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607000,0.8,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607000,1.7,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607100,0.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607200,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607500,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607701,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607702,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607800,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081607900,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608001,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608002,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608004,0.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608004,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608013,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608023,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608100,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608200,1.3,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608200,1.3,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608300,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608400,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608501,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608502,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608600,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608700,0.0,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608800,8.0,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608800,7.8,percent,,,,,,,No,2015,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
"Children with Low Access to a Grocery Store (% of Total Pop)","This indicator shows the percentage of the population that are children living more than one mile from a supermarket or large grocery store if in an urban area, or more than 10 miles from a supermarket or large grocery store if in a rural area.","Census Tract",06081608900,2.1,percent,,,,,,,No,2019,"U.S. Department of Agriculture - Food Environment Atlas","Numerator: Number of children living distant from a supermarket or large grocery store.
Denominator: Total number of people in the population.",,,,,,,,,,,,,
